case,event,completeTime
77,a7,2013-05-23 04:06:41
77,a9,2013-04-16 11:50:18
77,a3,2013-05-22 12:59:46
77,a7,2013-06-26 02:22:55
78,a1,2013-07-14 22:15:36
78,a5,2013-06-12 01:38:06
78,a4,2013-07-02 22:15:05
78,a7,2013-07-03 22:31:12
78,a5,2013-05-04 15:25:39
78,a6,2013-06-10 07:40:43
78,a5,2013-07-03 17:44:10
78,a2,2013-04-28 02:34:07
78,a6,2013-07-12 14:46:30
78,a2,2013-05-13 08:14:20
79,a5,2013-06-22 20:49:02
79,a3,2013-04-17 04:33:34
79,a8,2013-06-01 07:04:14
79,a4,2013-06-24 20:48:33
79,a9,2013-07-10 11:57:38
79,a2,2013-05-17 02:13:35
79,a7,2013-06-05 20:46:30
79,a9,2013-07-04 16:32:22
79,a9,2013-05-10 10:12:48
79,a6,2013-06-26 15:20:43
80,a7,2013-05-13 00:41:57
80,a7,2013-06-24 04:54:17
80,a4,2013-07-17 02:56:43
80,a2,2013-06-19 07:16:24
80,a4,2013-05-07 00:51:36
80,a7,2013-05-11 00:08:56
80,a4,2013-07-07 21:23:34
80,a4,2013-06-29 03:02:55
80,a9,2013-05-26 17:03:04
80,a5,2013-06-13 15:25:48
81,a6,2013-04-26 22:12:06
81,a6,2013-04-22 03:23:37
81,a4,2013-06-12 13:59:08
81,a2,2013-05-08 05:40:27
81,a6,2013-06-03 07:42:51
81,a5,2013-06-19 20:12:01
81,a9,2013-05-29 17:52:30
81,a7,2013-05-23 18:17:17
81,a2,2013-04-20 02:17:29
81,a8,2013-05-17 03:59:59
82,a5,2013-06-18 03:48:59
82,a9,2013-05-03 03:49:45
82,a9,2013-06-08 08:01:10
82,a3,2013-06-08 07:32:23
82,a5,2013-05-05 02:18:51
82,a3,2013-05-18 20:49:11
82,a1,2013-07-16 06:36:09
82,a5,2013-04-29 01:42:22
82,a3,2013-05-15 15:40:35
82,a2,2013-04-16 15:05:04
83,a8,2013-06-23 00:12:26
83,a2,2013-07-14 23:34:22
83,a4,2013-06-08 03:03:58
83,a8,2013-07-09 23:13:41
83,a9,2013-06-24 00:13:05
83,a9,2013-05-13 03:02:52
83,a9,2013-06-03 11:18:49
83,a5,2013-07-03 16:32:16
83,a6,2013-07-04 05:45:43
83,a1,2013-06-15 22:19:09
84,a7,2013-04-23 01:09:14
84,a1,2013-05-10 08:06:09
84,a6,2013-05-10 01:23:02
84,a5,2013-05-15 02:23:55
84,a9,2013-05-25 03:11:00
84,a1,2013-05-01 09:01:56
84,a5,2013-06-27 21:44:35
84,a6,2013-05-28 09:44:45
84,a4,2013-06-21 21:02:37
84,a6,2013-07-06 00:40:12
85,a4,2013-07-16 06:19:08
85,a6,2013-04-24 11:13:40
85,a8,2013-06-06 22:41:57
85,a3,2013-05-10 09:02:23
85,a1,2013-07-13 02:41:05
85,a4,2013-06-13 22:24:22
85,a9,2013-06-27 07:38:10
85,a4,2013-05-15 15:32:03
85,a8,2013-06-26 21:29:53
85,a7,2013-07-15 23:25:49
86,a6,2013-06-26 21:15:04
86,a2,2013-06-25 03:01:38
86,a8,2013-04-22 03:07:29
86,a3,2013-07-08 18:51:32
86,a8,2013-06-12 23:50:13
86,a2,2013-05-01 15:55:53
86,a9,2013-05-28 10:17:06
86,a9,2013-05-26 08:48:37
86,a8,2013-07-01 02:39:19
86,a9,2013-05-21 06:41:47
87,a5,2013-05-26 09:50:55
87,a1,2013-04-28 12:59:47
87,a8,2013-05-06 15:27:07
87,a7,2013-06-01 16:08:24
87,a5,2013-06-25 13:10:15
87,a5,2013-05-21 22:09:45
87,a4,2013-07-15 08:49:21
87,a2,2013-04-27 04:27:07
87,a8,2013-05-18 01:56:29
87,a9,2013-04-24 11:22:37
88,a2,2013-07-06 19:54:48
88,a4,2013-06-08 10:13:02
88,a2,2013-06-05 08:09:59
88,a8,2013-07-07 16:48:23
88,a9,2013-07-06 23:13:56
88,a8,2013-07-07 08:29:02
88,a1,2013-07-10 15:19:42
88,a3,2013-05-12 20:20:12
88,a3,2013-06-05 04:33:54
88,a1,2013-06-19 13:40:41
89,a7,2013-07-16 13:50:49
89,a3,2013-07-04 13:32:33
89,a4,2013-06-20 00:14:40
89,a1,2013-07-13 19:58:39
89,a8,2013-07-14 11:09:24
89,a5,2013-06-07 02:35:56
89,a2,2013-07-15 01:27:25
89,a1,2013-04-24 16:15:30
89,a4,2013-06-04 05:24:52
89,a1,2013-07-05 21:46:52
90,a6,2013-05-06 14:32:22
90,a2,2013-06-20 09:48:40
90,a8,2013-05-04 20:07:37
90,a6,2013-06-09 19:07:32
90,a6,2013-05-20 21:13:05
90,a8,2013-07-14 19:21:11
90,a8,2013-07-08 13:50:39
90,a1,2013-07-07 06:58:39
90,a2,2013-05-07 10:21:24
90,a2,2013-05-26 09:24:41
91,a2,2013-07-05 03:11:30
91,a8,2013-07-05 09:57:10
91,a2,2013-04-16 21:06:06
91,a9,2013-07-04 05:04:10
91,a2,2013-07-04 10:22:31
91,a6,2013-05-02 22:18:15
91,a1,2013-06-18 00:51:16
91,a5,2013-04-29 08:00:32
91,a2,2013-04-27 03:38:20
91,a9,2013-05-02 06:08:21
92,a8,2013-06-28 03:16:45
92,a6,2013-05-07 19:33:28
92,a3,2013-06-26 01:50:36
92,a8,2013-05-31 01:58:59
92,a1,2013-06-27 19:51:55
92,a4,2013-07-14 12:57:46
92,a6,2013-06-17 06:40:10
92,a2,2013-04-29 18:15:26
92,a3,2013-06-23 14:02:42
92,a5,2013-05-06 18:56:44
93,a1,2013-05-15 12:09:15
93,a4,2013-06-02 02:10:26
93,a6,2013-05-14 20:26:23
93,a8,2013-04-17 09:19:23
93,a8,2013-06-11 15:56:58
93,a3,2013-07-15 21:29:02
93,a4,2013-07-17 05:10:57
93,a7,2013-05-29 07:23:38
93,a9,2013-06-29 20:24:01
93,a7,2013-06-16 11:26:47
94,a4,2013-07-15 20:48:18
94,a2,2013-06-02 08:40:14
94,a8,2013-07-04 20:02:30
94,a2,2013-06-25 21:22:56
94,a2,2013-05-29 03:14:42
94,a5,2013-05-06 17:55:20
94,a2,2013-05-03 17:25:05
94,a8,2013-07-10 17:21:24
94,a5,2013-07-14 12:25:54
94,a8,2013-05-30 15:36:43
95,a3,2013-07-08 00:52:23
95,a7,2013-07-03 16:58:39
95,a7,2013-06-13 10:55:02
95,a5,2013-07-13 14:40:50
95,a9,2013-07-08 15:43:27
95,a2,2013-04-30 20:30:21
95,a5,2013-06-29 00:25:19
95,a7,2013-04-17 07:31:37
95,a6,2013-05-15 23:27:16
95,a9,2013-06-13 22:37:13
96,a3,2013-04-22 21:26:33
96,a7,2013-04-22 07:16:58
96,a6,2013-04-19 12:45:01
96,a4,2013-07-08 13:35:18
96,a3,2013-05-06 12:27:19
96,a3,2013-07-15 14:21:54
96,a7,2013-06-12 22:33:27
96,a8,2013-05-14 11:17:34
96,a9,2013-06-26 21:28:28
96,a6,2013-06-23 13:38:56
97,a5,2013-05-30 22:09:49
97,a6,2013-04-25 06:41:26
97,a5,2013-06-18 03:15:58
97,a5,2013-07-04 03:23:27
97,a9,2013-06-28 11:24:09
97,a4,2013-05-29 13:30:28
97,a4,2013-06-02 20:02:52
97,a8,2013-04-28 10:43:52
97,a6,2013-05-21 06:24:49
97,a4,2013-07-15 15:38:01
98,a5,2013-07-04 09:35:11
98,a3,2013-06-12 16:29:33
98,a5,2013-06-18 22:41:49
98,a9,2013-06-18 01:30:25
98,a5,2013-06-02 02:40:45
98,a7,2013-06-16 23:03:20
98,a3,2013-06-20 05:58:50
98,a7,2013-07-04 08:39:10
98,a7,2013-05-18 23:12:44
98,a5,2013-05-04 13:43:10
99,a4,2013-04-18 10:55:38
99,a9,2013-06-21 07:00:36
99,a4,2013-05-28 05:21:22
99,a7,2013-05-06 12:13:20
99,a8,2013-06-05 08:40:00
99,a9,2013-06-13 08:55:31
99,a5,2013-04-25 04:42:52
99,a8,2013-06-08 10:21:22
99,a3,2013-06-08 09:43:51
99,a4,2013-07-08 23:51:09
100,a9,2013-07-13 00:37:12
100,a9,2013-06-09 10:43:47
100,a3,2013-05-18 06:31:54
100,a9,2013-06-21 07:47:00
100,a3,2013-04-27 06:36:49
100,a7,2013-04-17 20:40:20
100,a1,2013-05-10 12:02:26
100,a8,2013-04-19 17:18:16
100,a1,2013-06-02 08:57:49
100,a2,2013-04-25 15:14:54
101,a5,2013-05-01 15:14:43
101,a7,2013-07-17 09:57:45
101,a8,2013-06-22 06:35:47
101,a1,2013-07-08 13:55:24
101,a3,2013-06-29 05:59:59
101,a6,2013-05-18 06:01:46
101,a1,2013-04-28 15:23:48
101,a6,2013-05-29 23:56:27
101,a5,2013-06-19 13:49:14
101,a2,2013-05-02 16:54:06
102,a6,2013-06-13 13:43:28
102,a3,2013-06-09 05:23:30
102,a4,2013-06-23 17:17:19
102,a4,2013-05-05 10:29:28
102,a3,2013-04-20 12:56:58
102,a3,2013-06-16 14:16:03
102,a2,2013-05-23 12:01:04
102,a6,2013-05-24 09:51:00
102,a7,2013-04-17 15:07:08
102,a6,2013-05-16 12:22:05
103,a2,2013-04-29 15:15:33
103,a6,2013-07-08 21:55:26
103,a2,2013-05-20 17:13:31
103,a8,2013-07-11 11:47:23
103,a6,2013-05-04 14:21:53
103,a4,2013-05-03 14:38:51
103,a5,2013-06-22 17:38:00
103,a4,2013-06-16 18:33:46
103,a8,2013-05-20 04:11:57
103,a4,2013-05-17 07:35:23
104,a3,2013-06-08 14:37:31
104,a5,2013-06-20 07:19:06
104,a1,2013-05-18 00:33:30
104,a2,2013-07-06 09:01:24
104,a1,2013-05-23 09:13:17
104,a6,2013-06-05 03:59:37
104,a2,2013-06-03 19:34:02
104,a4,2013-05-29 14:54:48
104,a2,2013-05-06 07:18:29
104,a8,2013-05-24 05:11:58
105,a6,2013-04-30 11:50:35
105,a5,2013-04-27 02:21:42
105,a5,2013-07-10 16:51:24
105,a2,2013-06-18 08:24:49
105,a4,2013-05-02 21:14:30
105,a1,2013-06-12 07:14:53
105,a8,2013-06-14 12:19:40
105,a3,2013-05-17 01:51:53
105,a7,2013-06-04 18:10:07
105,a5,2013-06-20 03:01:23
106,a2,2013-05-28 15:21:05
106,a2,2013-05-13 11:05:18
106,a2,2013-05-29 04:14:58
106,a3,2013-06-24 15:26:31
106,a4,2013-05-21 00:09:07
106,a6,2013-06-18 05:53:32
106,a9,2013-06-01 07:49:15
106,a5,2013-05-10 17:22:44
106,a9,2013-05-10 11:14:06
106,a1,2013-06-22 19:51:13
107,a5,2013-06-24 12:35:31
107,a6,2013-05-04 22:46:45
107,a9,2013-07-12 15:13:14
107,a9,2013-06-29 08:11:59
107,a3,2013-04-23 16:02:30
107,a1,2013-06-17 13:09:22
107,a9,2013-04-28 18:20:43
107,a5,2013-04-17 06:52:33
107,a2,2013-04-29 09:02:24
107,a9,2013-06-25 01:45:21
108,a9,2013-07-05 08:12:18
108,a5,2013-05-07 09:21:01
108,a2,2013-05-14 07:17:35
108,a3,2013-05-08 18:57:01
108,a3,2013-07-04 01:09:55
108,a9,2013-05-20 02:10:42
108,a6,2013-05-04 16:14:36
108,a6,2013-06-23 13:59:35
108,a7,2013-04-25 15:39:49
108,a5,2013-05-17 06:36:54
109,a7,2013-05-21 11:38:04
109,a7,2013-05-04 17:37:00
109,a8,2013-06-23 10:22:41
109,a4,2013-05-12 20:01:23
109,a2,2013-06-30 10:09:23
109,a7,2013-05-04 23:49:39
109,a5,2013-06-06 18:15:59
109,a4,2013-06-04 00:05:30
109,a7,2013-04-19 06:27:22
109,a3,2013-04-17 20:37:52
110,a4,2013-05-24 07:52:55
110,a2,2013-06-07 07:52:22
110,a3,2013-05-08 18:28:50
110,a3,2013-07-12 12:52:28
110,a9,2013-05-23 06:43:02
110,a1,2013-05-19 05:19:37
110,a9,2013-05-26 17:24:03
110,a3,2013-05-08 22:14:08
110,a3,2013-07-12 05:42:43
110,a7,2013-07-08 03:18:15
111,a6,2013-06-23 03:15:11
111,a9,2013-05-16 17:39:49
111,a3,2013-04-25 16:19:19
111,a3,2013-07-02 12:53:32
111,a9,2013-06-02 15:00:22
111,a2,2013-06-02 12:20:59
111,a2,2013-06-06 12:01:17
111,a1,2013-06-30 01:48:34
111,a6,2013-05-15 14:16:15
111,a3,2013-05-19 11:30:39
112,a4,2013-06-04 06:14:47
112,a4,2013-05-26 16:58:21
112,a8,2013-05-26 16:51:18
112,a9,2013-06-21 11:27:08
112,a5,2013-05-31 19:20:39
112,a9,2013-06-21 17:38:27
112,a4,2013-05-21 01:53:14
112,a1,2013-05-31 20:36:36
112,a6,2013-05-15 20:24:10
112,a8,2013-05-26 00:25:28
113,a2,2013-07-14 10:18:06
113,a4,2013-07-11 04:33:15
113,a5,2013-06-03 09:58:06
113,a9,2013-05-06 13:02:52
113,a3,2013-05-15 19:00:01
113,a8,2013-06-21 19:47:40
113,a5,2013-05-16 13:31:12
113,a4,2013-05-27 11:29:11
113,a9,2013-05-09 14:59:25
113,a3,2013-06-18 16:58:12
114,a7,2013-06-13 08:22:16
114,a5,2013-06-05 12:31:59
114,a4,2013-04-28 01:40:26
114,a7,2013-06-14 18:56:10
114,a2,2013-05-22 22:51:49
114,a7,2013-07-04 11:32:53
114,a6,2013-06-02 00:11:39
114,a7,2013-05-06 06:50:10
114,a2,2013-05-12 07:06:00
114,a8,2013-05-28 13:13:55
115,a7,2013-07-10 06:23:11
115,a3,2013-05-27 19:03:37
115,a4,2013-05-03 18:39:56
115,a3,2013-05-22 13:09:12
115,a4,2013-04-30 14:47:35
115,a2,2013-04-19 14:48:03
115,a4,2013-06-28 17:27:58
115,a5,2013-05-12 12:58:16
115,a9,2013-06-27 23:37:00
115,a5,2013-04-19 14:03:09
116,a4,2013-06-16 16:22:27
116,a4,2013-05-28 14:38:09
116,a9,2013-04-25 03:33:40
116,a7,2013-06-13 02:17:43
116,a1,2013-05-11 09:26:25
116,a8,2013-06-30 10:51:16
116,a7,2013-06-07 12:00:43
116,a7,2013-05-13 11:46:20
116,a1,2013-06-15 09:47:50
116,a1,2013-05-24 14:02:38
117,a9,2013-06-15 10:04:35
117,a1,2013-05-28 03:54:28
117,a1,2013-07-05 12:03:30
117,a5,2013-07-06 07:07:18
117,a3,2013-05-11 18:22:16
117,a6,2013-06-12 14:06:30
117,a2,2013-06-07 04:57:35
117,a1,2013-05-06 19:06:34
117,a2,2013-04-22 20:11:55
117,a1,2013-05-10 04:14:00
118,a1,2013-05-23 05:15:19
118,a2,2013-04-16 15:25:20
118,a6,2013-04-22 12:37:34
118,a4,2013-05-08 12:15:02
118,a9,2013-05-25 02:12:28
118,a1,2013-05-15 05:17:01
118,a4,2013-06-13 02:26:43
118,a9,2013-05-29 07:01:52
118,a3,2013-07-16 07:08:39
118,a7,2013-05-22 04:36:03
119,a1,2013-07-13 19:35:23
119,a6,2013-07-07 00:49:31
119,a4,2013-04-21 15:52:29
119,a4,2013-07-14 10:59:51
119,a2,2013-06-25 08:59:13
119,a9,2013-07-03 01:58:18
119,a3,2013-06-16 05:02:54
119,a3,2013-05-30 18:40:48
119,a5,2013-05-10 03:23:20
119,a7,2013-06-02 18:25:31
120,a4,2013-07-06 13:06:17
120,a6,2013-06-21 11:31:50
120,a7,2013-07-15 06:55:49
120,a9,2013-07-13 03:53:29
120,a5,2013-05-23 22:04:52
120,a6,2013-06-11 05:34:32
120,a2,2013-05-06 03:08:12
120,a9,2013-06-09 22:48:10
120,a1,2013-05-23 01:49:43
120,a1,2013-05-25 16:53:31
121,a1,2013-06-21 22:23:01
121,a4,2013-05-02 00:51:01
121,a4,2013-05-17 06:03:34
121,a3,2013-06-02 23:16:42
121,a6,2013-05-31 00:26:30
121,a5,2013-05-27 13:03:51
121,a3,2013-06-02 17:48:45
121,a5,2013-06-14 16:18:30
121,a6,2013-06-15 20:23:05
121,a5,2013-07-07 00:54:09
122,a1,2013-05-28 15:30:10
122,a2,2013-06-10 16:28:42
122,a1,2013-05-04 18:33:49
122,a3,2013-04-25 18:35:44
122,a5,2013-05-20 20:06:12
122,a6,2013-04-27 07:57:09
122,a7,2013-06-19 20:32:53
122,a1,2013-06-28 08:59:59
122,a9,2013-04-20 08:55:16
122,a4,2013-05-21 13:43:24
123,a6,2013-05-12 05:09:26
123,a1,2013-05-20 07:18:01
123,a7,2013-07-06 17:00:46
123,a9,2013-07-06 21:33:29
123,a7,2013-07-12 23:36:25
123,a8,2013-05-25 07:23:56
123,a1,2013-06-12 04:53:20
123,a6,2013-06-21 14:07:30
123,a3,2013-04-23 20:59:46
123,a4,2013-04-25 19:05:55
124,a8,2013-04-17 00:17:38
124,a5,2013-07-01 21:45:31
124,a4,2013-07-02 08:30:28
124,a2,2013-06-08 15:36:47
124,a1,2013-07-14 21:20:37
124,a7,2013-05-25 20:04:57
124,a8,2013-04-18 23:20:56
124,a5,2013-07-15 15:19:23
124,a2,2013-05-05 06:12:40
124,a9,2013-06-05 11:43:57
125,a3,2013-06-22 21:51:18
125,a8,2013-07-15 05:25:38
125,a2,2013-05-27 05:41:51
125,a5,2013-05-04 00:26:31
125,a2,2013-05-22 02:00:58
125,a1,2013-05-31 22:43:01
125,a7,2013-05-01 04:49:24
125,a3,2013-05-27 22:42:58
125,a7,2013-06-02 10:01:29
125,a2,2013-05-02 19:26:00
126,a4,2013-06-06 03:24:24
126,a6,2013-07-04 01:19:29
126,a3,2013-06-30 10:14:19
126,a8,2013-07-04 07:12:09
126,a7,2013-06-20 15:42:12
126,a5,2013-05-17 10:51:55
126,a9,2013-06-18 10:15:16
126,a2,2013-05-16 09:59:08
126,a2,2013-05-14 17:05:59
126,a7,2013-07-07 06:56:55
127,a3,2013-06-20 17:54:38
127,a4,2013-07-17 09:03:37
127,a8,2013-05-01 07:33:00
127,a2,2013-07-14 19:17:58
127,a4,2013-05-18 12:50:42
127,a2,2013-05-23 06:05:10
127,a7,2013-06-26 10:13:11
127,a4,2013-07-12 19:19:34
127,a7,2013-05-21 22:41:30
127,a4,2013-07-15 07:21:33
128,a5,2013-05-18 10:35:19
128,a6,2013-05-27 00:11:11
128,a6,2013-05-23 11:25:41
128,a8,2013-07-15 00:24:32
128,a4,2013-07-10 07:02:48
128,a9,2013-05-28 07:20:14
128,a2,2013-05-04 12:19:49
128,a7,2013-07-16 16:38:20
128,a7,2013-04-29 07:25:43
128,a1,2013-07-06 17:13:39
129,a2,2013-06-30 08:01:38
129,a6,2013-05-24 19:16:42
129,a3,2013-04-19 22:48:25
129,a3,2013-06-25 07:29:28
129,a8,2013-05-04 05:28:20
129,a4,2013-05-13 05:42:50
129,a7,2013-05-29 18:58:25
129,a7,2013-05-28 23:15:03
129,a8,2013-05-26 21:30:57
129,a8,2013-06-08 03:19:59
130,a1,2013-05-07 03:42:05
130,a7,2013-05-27 13:54:57
130,a7,2013-05-01 20:20:46
130,a9,2013-06-12 22:31:24
130,a6,2013-05-27 08:06:58
130,a9,2013-07-04 09:31:31
130,a3,2013-07-09 05:03:36
130,a2,2013-06-02 09:37:00
130,a2,2013-07-02 00:10:58
130,a4,2013-04-18 09:43:35
131,a7,2013-06-05 02:00:18
131,a9,2013-05-29 13:53:31
131,a9,2013-06-15 05:37:31
131,a8,2013-05-03 20:22:10
131,a7,2013-05-24 02:38:36
131,a4,2013-05-18 14:58:49
131,a8,2013-06-01 02:39:49
131,a9,2013-06-16 04:21:02
131,a9,2013-06-14 07:38:21
131,a6,2013-07-07 23:10:14
132,a5,2013-06-02 09:02:16
132,a2,2013-05-29 09:55:47
132,a2,2013-05-10 20:21:13
132,a5,2013-06-01 08:46:08
132,a7,2013-06-11 00:37:02
132,a6,2013-06-20 01:35:23
132,a2,2013-06-17 01:26:41
132,a3,2013-07-14 19:02:52
132,a1,2013-05-07 02:00:07
132,a6,2013-06-22 17:10:43
133,a7,2013-06-03 14:07:39
133,a3,2013-04-29 15:21:09
133,a1,2013-04-18 15:06:57
133,a7,2013-06-20 09:34:57
133,a6,2013-05-06 17:38:40
133,a3,2013-05-20 11:28:29
133,a7,2013-05-23 20:00:48
133,a9,2013-06-22 21:15:48
133,a6,2013-06-19 19:10:25
133,a9,2013-07-16 16:52:11
134,a5,2013-04-26 07:22:29
134,a3,2013-06-09 10:07:40
134,a7,2013-05-14 19:36:49
134,a9,2013-05-21 12:48:46
134,a4,2013-06-07 12:26:29
134,a9,2013-07-15 05:58:02
134,a8,2013-06-28 08:52:12
134,a4,2013-06-07 03:26:55
134,a8,2013-05-04 13:21:47
134,a5,2013-06-10 19:22:25
135,a5,2013-05-23 05:16:23
135,a9,2013-05-12 01:25:42
135,a5,2013-05-29 16:00:44
135,a4,2013-04-25 14:20:10
135,a9,2013-07-14 12:41:30
135,a4,2013-06-21 16:39:07
135,a3,2013-05-28 16:05:49
135,a6,2013-05-25 01:15:02
135,a4,2013-07-07 20:48:19
135,a3,2013-06-17 12:12:22
136,a1,2013-05-31 12:02:22
136,a7,2013-05-29 00:55:58
136,a7,2013-04-18 13:40:44
136,a7,2013-06-10 23:25:47
136,a3,2013-05-29 04:36:27
136,a2,2013-04-25 12:34:59
136,a2,2013-07-09 01:27:46
136,a6,2013-05-24 15:10:39
136,a2,2013-06-28 13:32:38
136,a7,2013-05-05 17:45:08
137,a2,2013-06-21 02:02:27
137,a6,2013-05-13 00:11:09
137,a2,2013-07-02 13:06:31
137,a2,2013-05-14 08:36:28
137,a1,2013-07-04 11:07:40
137,a4,2013-07-03 02:41:53
137,a2,2013-06-23 11:39:52
137,a9,2013-06-29 12:44:30
137,a4,2013-04-26 21:10:51
137,a3,2013-06-06 09:22:18
138,a6,2013-06-13 07:04:45
138,a5,2013-06-29 19:22:13
138,a4,2013-06-19 23:30:41
138,a8,2013-06-22 10:19:18
138,a8,2013-06-24 07:49:43
138,a1,2013-07-12 09:06:56
138,a9,2013-07-16 10:53:02
138,a8,2013-06-21 08:35:23
138,a4,2013-06-18 00:53:40
138,a6,2013-06-23 20:51:08
139,a2,2013-06-28 16:48:48
139,a3,2013-04-25 19:22:03
139,a2,2013-06-19 01:54:17
139,a1,2013-06-09 14:53:29
139,a2,2013-07-12 13:01:25
139,a1,2013-06-07 08:53:23
139,a5,2013-05-09 15:01:11
139,a6,2013-05-27 01:10:10
139,a1,2013-06-22 16:36:25
139,a2,2013-06-16 10:18:30
140,a9,2013-05-21 19:19:31
140,a8,2013-05-05 09:03:38
140,a5,2013-06-17 06:19:12
140,a6,2013-04-27 04:09:20
140,a3,2013-06-15 16:04:11
140,a3,2013-06-10 17:35:46
140,a9,2013-05-04 20:45:22
140,a2,2013-04-30 15:46:26
140,a3,2013-04-26 14:18:01
140,a2,2013-04-29 18:16:10
141,a2,2013-04-16 19:47:19
141,a1,2013-06-14 01:47:01
141,a6,2013-05-18 15:49:49
141,a5,2013-05-26 13:32:05
141,a6,2013-06-08 03:50:53
141,a2,2013-06-10 13:07:34
141,a3,2013-06-24 01:06:26
141,a9,2013-05-15 00:49:38
141,a8,2013-06-22 23:34:51
141,a7,2013-06-17 20:32:29
142,a8,2013-06-14 00:46:41
142,a7,2013-04-25 02:09:10
142,a5,2013-06-13 19:56:34
142,a4,2013-06-20 16:12:55
142,a8,2013-04-23 08:19:04
142,a8,2013-04-19 20:43:16
142,a2,2013-06-14 09:16:35
142,a7,2013-06-16 21:13:04
142,a3,2013-05-31 23:49:34
142,a1,2013-07-01 16:17:09
143,a9,2013-05-16 03:09:04
143,a6,2013-06-29 08:51:57
143,a4,2013-06-30 07:16:08
143,a1,2013-05-18 04:51:45
143,a8,2013-05-22 20:46:28
143,a2,2013-04-16 16:23:18
143,a8,2013-05-08 16:54:05
143,a8,2013-05-19 15:51:30
143,a5,2013-07-06 05:17:01
143,a8,2013-06-30 11:20:58
144,a8,2013-05-25 21:42:25
144,a9,2013-04-25 16:36:31
144,a7,2013-06-10 02:02:06
144,a6,2013-07-14 12:37:19
144,a2,2013-05-02 23:05:06
144,a5,2013-05-25 06:06:08
144,a1,2013-06-24 02:46:12
144,a2,2013-06-03 12:41:07
144,a4,2013-05-08 06:21:48
144,a6,2013-04-22 20:04:37
145,a1,2013-06-21 04:40:47
145,a2,2013-04-16 21:29:18
145,a6,2013-05-27 01:47:45
145,a5,2013-04-27 09:30:24
145,a2,2013-07-13 10:09:52
145,a4,2013-06-20 07:22:37
145,a1,2013-05-13 22:28:05
145,a1,2013-04-22 19:53:16
145,a7,2013-07-14 10:10:53
145,a2,2013-06-12 16:08:55
146,a2,2013-06-12 02:53:40
146,a1,2013-04-27 06:41:42
146,a7,2013-05-25 22:21:05
146,a7,2013-05-20 07:45:39
146,a4,2013-06-19 19:18:36
146,a2,2013-04-22 18:26:54
146,a9,2013-06-20 10:05:01
146,a9,2013-04-29 16:13:13
146,a6,2013-04-24 09:05:43
146,a5,2013-05-16 05:14:35
147,a1,2013-06-02 05:21:42
147,a4,2013-07-09 08:37:54
147,a8,2013-06-09 13:49:31
147,a2,2013-04-24 00:14:20
147,a5,2013-04-18 10:23:34
147,a6,2013-05-25 01:18:00
147,a3,2013-05-27 03:36:44
147,a9,2013-05-28 23:43:34
147,a6,2013-04-22 13:39:16
147,a7,2013-06-12 16:42:26
148,a6,2013-04-26 08:51:54
148,a1,2013-06-21 02:36:32
148,a1,2013-05-28 17:58:21
148,a1,2013-07-09 12:48:13
148,a1,2013-05-12 21:02:09
148,a3,2013-06-05 01:05:24
148,a5,2013-05-06 08:24:15
148,a5,2013-07-05 11:55:27
148,a2,2013-06-26 22:57:16
148,a3,2013-05-22 04:55:22
149,a5,2013-06-27 12:51:53
149,a7,2013-05-27 13:01:06
149,a1,2013-06-25 10:03:43
149,a4,2013-05-04 13:14:46
149,a7,2013-06-09 04:14:43
149,a7,2013-05-04 23:36:04
149,a1,2013-04-26 05:25:46
149,a3,2013-04-27 03:48:17
149,a5,2013-06-02 01:20:47
149,a8,2013-05-02 16:25:58
150,a6,2013-05-12 05:13:14
150,a7,2013-07-11 21:28:31
150,a2,2013-06-25 11:34:29
150,a2,2013-07-01 21:08:36
150,a5,2013-04-23 04:56:37
150,a1,2013-07-06 00:46:02
150,a7,2013-06-19 08:41:04
150,a8,2013-05-11 16:26:54
150,a7,2013-06-21 05:33:53
150,a9,2013-05-17 13:16:58
151,a2,2013-06-24 01:12:40
151,a9,2013-07-03 12:25:34
151,a9,2013-05-17 03:47:03
151,a3,2013-04-20 23:00:32
151,a8,2013-05-02 06:06:24
151,a3,2013-07-04 12:33:44
151,a1,2013-05-05 19:20:54
151,a6,2013-06-22 21:06:05
151,a3,2013-06-01 03:49:01
151,a3,2013-07-01 11:27:22
152,a3,2013-07-14 21:38:36
152,a2,2013-05-20 08:51:33
152,a1,2013-05-28 11:54:19
152,a3,2013-05-17 03:42:01
152,a9,2013-05-15 11:48:57
152,a3,2013-07-10 06:59:40
152,a9,2013-07-12 07:03:08
152,a5,2013-07-16 11:34:17
152,a1,2013-06-04 09:12:33
152,a2,2013-06-18 03:00:41
153,a6,2013-06-17 15:33:13
153,a3,2013-05-21 08:13:40
153,a2,2013-06-13 02:43:40
153,a5,2013-07-15 21:21:05
153,a1,2013-06-17 06:11:20
153,a7,2013-04-27 07:48:16
153,a3,2013-06-05 18:26:37
153,a5,2013-04-24 07:00:57
153,a5,2013-06-06 20:57:08
153,a3,2013-07-05 15:11:31
154,a3,2013-06-22 15:22:01
154,a7,2013-06-19 19:10:00
154,a4,2013-05-10 07:23:50
154,a1,2013-04-20 04:13:20
154,a4,2013-04-27 09:07:10
154,a1,2013-06-03 14:54:12
154,a9,2013-06-03 03:54:30
154,a9,2013-04-22 04:45:55
154,a5,2013-06-12 10:13:14
154,a8,2013-04-28 22:26:16
155,a3,2013-07-13 22:48:23
155,a8,2013-06-16 14:24:09
155,a8,2013-04-22 18:01:54
